"isInterpolated","useMicroData","CountryCode","CountryName","RegionCode","CoverageType","RequestYear","DataYear","DataType","PPP","PovertyLine","Mean","HeadCount","PovGap","PovGapSqr","Watts","Gini","Median","pr.mld","Polarization","ReqYearPopulation","SvyInfoID","Decile1","Decile2","Decile3","Decile4","Decile5","Decile6","Decile7","Decile8","Decile9","Decile10"
0,1,"BEL","Belgium","OHI","N","1981","2003","Y",0.879014,5.5,918.5708,0.01237878,0.005461412,0.003691059,0.01067274,0.2814264,819.7799,0.1450443,-1,9.858982,"BEL_N2003Y",0.03284,0.05271,0.0646,0.07461,0.08443,0.09426,0.106,0.1211,0.1472,0.2223
0,1,"BLZ","Belize","LAC","N","1981","1993","Y",1.182611,5.5,178.1224,0.7636854,0.4217712,0.2798204,0.7704858,0.6025399,88.60455,0.7124081,-1,0.147566,"BLZ_N1993Y",0.008472,0.02114,0.02854,0.03667,0.04525,0.05523,0.07056,0.09123,0.1316,0.5113
0,1,"BEN","Benin","SSA","N","1981","2003","X",224.9172,5.5,69.14715,0.9487592,0.62223,0.4428232,1.15154,0.385782,51.70868,0.2463929,-1,3.820128,"BEN_N2003X",0.02858,0.04115,0.05027,0.05884,0.06928,0.08065,0.09471,0.1145,0.1509,0.3112
0,1,"BTN","Bhutan","SAS","N","1981","2003","X",16.96291,5.5,46.64961,0.9737615,0.7345997,0.5815305,1.559188,0.40898,32.9849,0.272455,-1,0.42038,"BTN_N2003X",0.02813,0.0372,0.04557,0.0541,0.06501,0.07725,0.09501,0.1182,0.1573,0.3222
0,0,"BOL","Bolivia","LAC","N","1981","1990.5","Y",2.906106,5.5,253.8208,0.4528345,0.1707913,0.08348004,0.2468885,0.4203572,183.2862,0.297862,0.3953767,5.711599,"BOL_N1990Y",0.02324,0.03294,0.04296,0.05367,0.06563,0.07968,0.09738,0.1222,0.1649,0.3174
0,1,"BIH","Bosnia and Herzegovina","ECA","N","1981","2001","X",0.8669357,5.5,177.6755,0.5869158,0.1850469,0.07971161,0.2513212,0.2996645,150.6731,0.1566987,-1,4.222511,"BIH_N2001X",0.0359,0.05195,0.06215,0.0709,0.07998,0.08995,0.1031,0.1181,0.1397,0.2482
0,0,"BWA","Botswana","SSA","N","1981","1985.57","X",4.438053,5.5,92.48441,0.8799453,0.5856539,0.4358446,1.202371,0.5421211,52.30103,0.5227733,0.5229876,1.038397,"BWA_N1985X",0.01434,0.02162,0.02975,0.03909,0.0502,0.06403,0.08243,0.1097,0.1595,0.4293
0,1,"BRA","Brazil","LAC","N","1981","1981","Y",1.658783,5.5,246.794,0.6034541,0.3153986,0.20427,0.5222303,0.5795192,127.6831,0.6793446,-1,124.030908,"BRA_N1981Y",0.008372,0.01835,0.02633,0.03522,0.04576,0.0589,0.07738,0.1066,0.1642,0.4589
0,0,"BGR","Bulgaria","ECA","N","1981","1989","X",0.765068,5.5,570.2683,0.005775547,0.001658887,0.001055879,0.001646437,0.2342719,519.9704,0.08979578,0.1936653,8.891117,"BGR_N1989X",0.04565,0.0589,0.06918,0.07818,0.08681,0.0958,0.106,0.1192,0.1399,0.2003
0,1,"BFA","Burkina Faso","SSA","N","1981","1994.25","X",222.242,5.5,36.65519,0.9787784,0.7971563,0.6745726,1.912926,0.4807249,21.98715,0.3852556,-1,6.98516,"BFA_N1994X",0.02246,0.03285,0.03968,0.04696,0.05497,0.06543,0.08115,0.1065,0.1554,0.3947
0,0,"BDI","Burundi","SSA","N","1981","1992","X",487.3273,5.5,39.21951,0.9916695,0.7674016,0.6138402,1.643611,0.3333381,31.85375,0.1824366,0.2822712,4.223195,"BDI_N1992X",0.03414,0.04526,0.05545,0.06542,0.07575,0.08721,0.101,0.1195,0.1505,0.2658
0,1,"CPV","Cabo Verde","SSA","N","1981","2001.77","X",47.56514,5.5,69.87867,0.9253262,0.6625937,0.512777,1.393178,0.524963,40.39861,0.4786267,-1,0.291602,"CPV_N2001X",0.01587,0.02564,0.03348,0.04232,0.05217,0.06488,0.08098,0.1046,0.1537,0.4264
0,1,"CMR","Cameroon","SSA","N","1981","1996","X",230.3753,5.5,128.8128,0.8031757,0.4283887,0.2630089,0.693896,0.4444676,82.36743,0.325144,-1,8.883016,"CMR_N1996X",0.0248,0.03617,0.04427,0.05116,0.05977,0.07018,0.08501,0.1113,0.1558,0.3615
0,1,"CAN","Canada","OHI","N","1981","1981","Y",1.284584,5.5,1273.999,0.01243022,0.006385431,0.0048696,0.007252695,0.3243864,1080.233,0.1977034,-1,24.9,"CAN_N1981Y",0.02634,0.04624,0.05865,0.06825,0.07892,0.09082,0.1056,0.126,0.1565,0.2427
0,0,"CAF","Central African Republic","SSA","N","1981","1992.43","X",267.8691,5.5,45.30418,0.951681,0.7700188,0.6601643,2.107357,0.6133075,21.30784,0.7409222,0.7126964,2.346797,"CAF_N1992X",0.006934,0.01297,0.02021,0.02909,0.04034,0.05523,0.07624,0.1091,0.1725,0.4773
0,1,"TCD","Chad","SSA","N","1981","2003","X",251.2962,5.5,43.20025,0.9828215,0.7504271,0.5995844,1.627396,0.3982457,31.7774,0.2676824,-1,4.610167,"TCD_N2003X",0.02465,0.03832,0.04741,0.05686,0.06726,0.0815,0.09852,0.1207,0.1577,0.3071
0,1,"CHL","Chile","LAC","N","1981","1987","Y",391.6442,5.5,364.9104,0.4386186,0.1824709,0.1012594,0.2855153,0.5621016,191.1389,0.5916716,-1,11.439144,"CHL_N1987Y",0.0116,0.02183,0.02942,0.0376,0.04707,0.05912,0.07618,0.1032,0.1601,0.4539
0,0,"CHN","China","EAP","A","1981","1981","Y",3.696112,5.5,34.98382,0.999641,0.9323192,0.8900777,1.705151,-1,-1,-1,-1,993.885,"CHN_R1981Y",0,0,0,0,0,0,0,0,0,0
0,0,"CHN","China","EAP","R","1981","1981","Y",3.696112,5.5,29.60017,0.99999,0.99998,0.99997,1.845116,0.2472923,27.01447,0.1019581,0.2028512,793.935216,"CHN_R1981Y",0.04133,0.05658,0.06791,0.07757,0.08668,0.09607,0.1067,0.1203,0.1417,0.2052
0,0,"CHN","China","EAP","U","1981","1981","Y",3.696112,5.5,56.36052,0.9982551,0.6636601,0.4537313,1.149396,0.1846182,53.66441,0.05896937,-1.59859,199.949784,"CHN_U1981Y",0.05232,0.06765,0.07631,0.08396,0.09142,0.09918,0.1077,0.1178,0.1318,0.1718
0,1,"COL","Colombia","LAC","N","1981","1992","Y",1196.955,5.5,277.7083,0.4974069,0.2149216,0.1269772,0.2862868,0.5145367,168.5626,0.7018257,-1,28.375991,"COL_N1992Y",0.01062,0.02617,0.03545,0.04453,0.05498,0.06739,0.08422,0.1099,0.1622,0.4046
0,1,"COM","Comoros","SSA","N","1981","2004","X",220.5725,5.5,271.9024,0.5702513,0.2426124,0.1324089,0.3706255,0.5592516,145.5901,0.546712,-1,0.317606,"COM_N2004X",0.01539,0.02471,0.0324,0.04026,0.0483,0.05937,0.07307,0.09246,0.1331,0.481
0,1,"COD","Congo, Democratic Republic of","SSA","N","1981","2004.89","X",537.7323,5.5,64.56983,0.9443782,0.644902,0.4789234,1.273529,0.4216363,45.90031,0.3008181,-1,27.039468,"COD_N2004X",0.02205,0.03486,0.04467,0.05422,0.06519,0.07816,0.09598,0.1199,0.161,0.324
0,1,"COG","Congo, Republic of","SSA","N","1981","2005","X",296.5003,5.5,86.03186,0.889831,0.5755225,0.4143309,1.096633,0.4733054,54.91192,0.3799083,-1,1.894676,"COG_N2005X",0.01961,0.02935,0.03871,0.04742,0.05776,0.07086,0.08901,0.1147,0.164,0.3685
0,0,"CRI","Costa Rica","LAC","N","1981","1981","Y",343.7857,5.5,166.3867,0.655123,0.3466742,0.2294349,0.6554578,0.4749476,116.8132,0.4370442,0.4750657,2.454129,"CRI_N1981Y",0.01065,0.02282,0.03514,0.04812,0.06241,0.07899,0.09964,0.1283,0.1766,0.3373
0,1,"CIV","Cote d'Ivoire","SSA","N","1981","1985.08","X",235.6879,5.5,322.1227,0.3523857,0.1269136,0.06443892,0.1931853,0.4552627,219.6005,0.3667627,-1,8.664057,"CIV_N1985X",0.0179,0.03159,0.04169,0.05165,0.06206,0.07569,0.09159,0.1149,0.1568,0.3561
0,0,"HRV","Croatia","ECA","N","1981","1988","Y",4.358503,5.5,590.1755,0,0,0,0,0.2278073,549.6672,0.08802812,0.1812014,4.608,"HRV_N1988Y",0.04312,0.05997,0.07132,0.08054,0.08896,0.09747,0.107,0.119,0.1378,0.1949
0,1,"CYP","Cyprus","OHI","N","1981","2004","Y",0.7115528,5.5,467.596,0.03997101,0.008235743,0.00327857,0.01124277,0.3008683,396.8323,0.1518387,-1,0.689173,"CYP_N2004Y",0.03658,0.05125,0.06031,0.0695,0.07956,0.09025,0.1026,0.1204,0.1468,0.2427
0,0,"CZE","Czech Republic","ECA","N","1981","1993","Y",14.90097,5.5,504.377,0.004007712,0.0007188535,0.0002786326,0.0007876045,0.2660468,428.8603,0.1212092,-1.528578,10.300591,"CZE_N1993Y",0.04644,0.05794,0.06564,0.07305,0.08086,0.08961,0.1001,0.114,0.1361,0.2363
0,1,"DNK","Denmark","OHI","N","1981","2003","Y",8.523886,5.5,988.8696,0.00470111,0.003599693,0.002917013,0.009376701,0.2563006,885.6476,0.1210933,-1,5.121572,"DNK_N2003Y",0.03985,0.05843,0.06762,0.07579,0.08476,0.09385,0.1049,0.1203,0.1408,0.2136
0,1,"DJI","Djibouti","MNA","N","1981","2002","X",101.4806,5.5,259.6225,0.4081557,0.1424495,0.06840757,0.2036312,0.3999784,194.7543,0.2733941,-1,0.374937,"DJI_N2002X",0.02313,0.03705,0.04777,0.05804,0.0691,0.08199,0.09802,0.1198,0.1574,0.3077
0,0,"DOM","Dominican Republic","LAC","N","1981","1986","Y",20.74103,5.5,405.412,0.2871762,0.115589,0.06215401,0.1812486,0.477808,277.6032,0.4171547,0.4355326,5.943591,"DOM_N1986Y",0.01376,0.02547,0.03696,0.04878,0.06156,0.0762,0.0943,0.1194,0.1625,0.3611
0,0,"ECU","Ecuador","LAC","N","1981","1987","Y",0.5472345,5.5,233.5114,0.5363222,0.2603404,0.1642394,0.4713266,0.5049197,154.5379,0.4885518,0.4523506,8.183194,"ECU_N1987Y",0.01035,0.0225,0.0343,0.04632,0.05923,0.07393,0.09202,0.117,0.1599,0.3844
0,0,"EGY","Egypt, Arab Republic of","MNA","N","1981","1990.5","X",2.777,5.5,114.647,0.8594835,0.4005638,0.2193266,0.6110808,0.3200394,93.00098,0.1693378,0.2553803,45.216506,"EGY_N1990X",0.03849,0.04866,0.05792,0.06691,0.07621,0.08649,0.09884,0.1155,0.1436,0.2673
0,0,"SLV","El Salvador","LAC","N","1981","1989","Y",0.5307735,5.5,249.6009,0.4681998,0.242848,0.1715919,0.3643929,-1,-1,-1,-1,4.655364,"SLV_N1989Y",-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
0,0,"EST","Estonia","ECA","N","1981","1993","Y",0.6085634,5.5,407.3378,0.1684729,0.04521192,0.0192096,0.05617608,0.3950347,307.2727,0.2691692,-1.289216,1.487666,"EST_N1993Y",0.02498,0.03909,0.04912,0.05903,0.06968,0.08184,0.09667,0.1167,0.1495,0.3135
0,0,"SWZ","Eswatini","SSA","N","1981","1994.83","X",4.049069,5.5,29.46337,0.9888338,0.855317,0.760787,2.448342,0.6045472,14.85546,0.6925939,-1.152843,0.621276,"SWZ_N1994X",0.008705,0.0167,0.02475,0.03379,0.0444,0.05744,0.07454,0.0995,0.1449,0.4953
0,1,"ETH","Ethiopia","SSA","N","1981","1995.25","X",5.438614,5.5,75.08774,0.9485587,0.6301655,0.4512643,1.17257,0.4456451,50.03377,0.3411386,-1,36.120288,"ETH_N1995X",0.02591,0.03754,0.04585,0.05325,0.06187,0.07173,0.0845,0.1031,0.1358,0.3805
0,1,"FJI","Fiji","EAP","N","1981","2002.5","X",1.216541,5.5,181.468,0.619991,0.2434773,0.1234251,0.3532865,0.3810205,137.3804,0.2401027,-1,0.650955,"FJI_N2002X",0.02717,0.03972,0.04985,0.05985,0.06999,0.08236,0.09768,0.1192,0.1579,0.2962
0,1,"FIN","Finland","OHI","N","1981","2003","Y",0.9802463,5.5,763.3181,0.004851653,0.001846054,0.0009628891,0.00268315,0.2768374,660.7577,0.1319045,-1,4.799964,"FIN_N2003Y",0.03864,0.05507,0.06523,0.07375,0.08199,0.09152,0.1029,0.1186,0.1423,0.23
0,1,"FRA","France","OHI","N","1981","2003","Y",0.8797541,5.5,909.6697,0.007480888,0.002670746,0.001623699,0.004418983,0.314088,763.6428,0.1681442,-1,55.585824,"FRA_N2003Y",0.03304,0.04945,0.05919,0.06875,0.07879,0.08961,0.1027,0.1201,0.1469,0.2514
0,1,"GAB","Gabon","SSA","N","1981","2005","X",359.2185,5.5,272.8619,0.4114328,0.1411018,0.06646399,0.1989214,0.4218499,193.9029,0.3011957,-1,0.747587,"GAB_N2005X",0.02273,0.03547,0.04551,0.0551,0.06559,0.07806,0.09424,0.1166,0.1553,0.3315
0,1,"GMB","Gambia, The","SSA","N","1981","1998","X",10.82647,5.5,61.93507,0.9405645,0.675498,0.5234196,1.442597,0.4851946,39.70208,0.4216336,-1,0.625411,"GMB_N1998X",0.01505,0.02806,0.0383,0.04731,0.05804,0.071,0.08886,0.1139,0.1628,0.3766
0,0,"GEO","Georgia","ECA","N","1981","1996","X",0.8419071,5.5,854.0255,0.02709006,0.003316875,0.0005450934,0.003705623,0.3713271,691.7206,0.2404084,0.3201177,4.5045,"GEO_N1996X",0.02326,0.03802,0.05077,0.06272,0.07474,0.08775,0.1031,0.1234,0.1569,0.2793
0,1,"DEU","Germany","OHI","N","1981","1991","Y",0.8180292,5.5,1101.06,0.002486047,0.001059942,0.0004519133,0.001381614,0.292449,944.6882,0.141901,-1,78.407907,"DEU_N1991Y",0.03671,0.05144,0.06057,0.07011,0.08004,0.09153,0.1058,0.1239,0.1506,0.2293
0,0,"GHA","Ghana","SSA","N","1981","1987.5","X",0.7880217,5.5,85.17547,0.9273126,0.5316421,0.3462151,0.9173826,0.3534958,69.17622,0.210925,0.3003567,11.117605,"GHA_N1987X",0.0282,0.04146,0.0531,0.06415,0.07536,0.08757,0.102,0.1214,0.1533,0.2734
0,1,"GRC","Greece","OHI","N","1981","2003","Y",0.7582539,5.5,585.6333,0.04239556,0.01511287,0.008857704,0.02032827,0.3276078,502.7141,0.2000485,-1,9.72935,"GRC_N2003Y",0.02752,0.0448,0.05622,0.06762,0.07924,0.09238,0.107,0.1258,0.1539,0.2456
0,0,"GTM","Guatemala","LAC","N","1981","1986.5","Y",3.873239,5.5,129.9469,0.81261,0.5047687,0.3634605,1.018169,0.582569,69.15386,0.6371542,0.5438552,7.466488,"GTM_N1986Y",0.009956,0.01767,0.02614,0.0357,0.04689,0.0606,0.0786,0.1049,0.1523,0.4673
0,0,"GIN","Guinea","SSA","N","1981","1991","X",2572.343,5.5,24.96209,0.99999,0.99998,0.99997,2.402471,0.4684305,18.04085,0.4509828,0.4905278,4.589784,"GIN_N1991X",0.008884,0.02151,0.03452,0.04841,0.06383,0.0818,0.1041,0.1348,0.1848,0.3174
0,0,"GNB","Guinea-Bissau","SSA","N","1981","1991","X",248.2358,5.5,104.129,-1,-1,-1,-1,-1,-1,-1,-1,0.814507,"GNB_N1991X",-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
0,0,"GUY","Guyana","LAC","N","1981","1992.5","Y",133.2612,5.5,145.4438,0.8025292,0.41818,0.2643323,0.7331921,-1,-1,-1,-1,0.781732,"GUY_N1992Y",-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
0,1,"HTI","Haiti","LAC","N","1981","2001","Y",20.70574,5.5,156.3377,0.7688707,0.4618212,0.3265176,0.9275623,0.5947662,79.93164,0.692278,-1,5.818671,"HTI_N2001Y",0.006444,0.01688,0.02628,0.03522,0.04534,0.0575,0.07512,0.1013,0.1577,0.4782
0,0,"HND","Honduras","LAC","N","1981","1989","Y",10.08031,5.5,136.6562,0.8033055,0.5003117,0.3601149,0.9993339,0.5949015,69.17786,0.6590374,0.5664028,3.792938,"HND_N1989Y",0.01041,0.01722,0.02492,0.03383,0.0445,0.05787,0.07576,0.1024,0.1513,0.4818
0,0,"HUN","Hungary","ECA","N","1981","1987","Y",137.8829,5.5,590.8006,0.003501505,0.001332509,0.001178569,0.001044919,0.2095999,546.0569,0.07610319,-1.547223,10.711848,"HUN_N1987Y",0.04962,0.06457,0.07315,0.08084,0.08849,0.09661,0.1058,0.1172,0.1337,0.19
0,1,"ISL","Iceland","OHI","N","1981","2003","Y",138.895,5.5,996.076,0.004780409,0.001649549,0.000704964,0.00219216,0.2683468,873.3315,0.1261519,-1,0.230755,"ISL_N2003Y",0.03796,0.05699,0.06754,0.07535,0.08337,0.09247,0.1028,0.1172,0.1401,0.2262
0,0,"IND","India","SAS","A","1981","","X",14.97516,5.5,65.47389,0.9660596,0.6311352,0.4415122,1.155047,-1,-1,-1,-1,713.118032,"IND_R1977X",-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
1,0,"IND","India","SAS","R","1981","","X",14.97516,5.5,59.55586,0.97776,0.6601555,0.4710466,1.228628,-1,-1,-1,-1,546.127182,"IND_R1977X",-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
1,0,"IND","India","SAS","U","1981","","X",14.97516,5.5,84.8282,0.9277947,0.5362273,0.3449229,0.9144065,-1,-1,-1,-1,166.99085,"IND_U1977X",-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
0,0,"IDN","Indonesia","EAP","A","1981","1984","X",4091.939,5.5,47.77864,0.9861902,0.7194631,0.5482483,1.43798,-1,-1,-1,-1,150.97884,"IDN_R1984X",-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
0,0,"IDN","Indonesia","EAP","R","1981","1984","X",4091.939,5.5,42.13112,0.9935037,0.7493356,0.5833246,1.528681,0.2921472,36.03968,0.1405544,0.2385572,116.533018,"IDN_R1984X",0.03871,0.05106,0.06147,0.07106,0.08061,0.09085,0.1028,0.1187,0.1447,0.2401
0,0,"IDN","Indonesia","EAP","U","1981","1984","X",4091.939,5.5,66.88466,0.9614482,0.6184019,0.4295823,1.131129,0.3329345,54.6465,0.1837165,0.2753216,34.445822,"IDN_U1984X",0.03351,0.04543,0.05598,0.06606,0.07632,0.08755,0.1009,0.1188,0.1486,0.2669
0,0,"IRN","Iran, Islamic Republic of","MNA","N","1981","1986","X",5001.363,5.5,265.028,0.4746485,0.1966907,0.1054558,0.3031539,0.4741964,176.2702,0.391807,0.4271234,40.217629,"IRN_N1986X",0.01807,0.02777,0.03771,0.04829,0.06005,0.07384,0.09124,0.1158,0.1587,0.3686
0,1,"IRQ","Iraq","MNA","N","1981","2006.85","X",1003.799,5.5,132.8537,0.7875137,0.3087258,0.1500733,0.4355658,0.2860061,113.3101,0.1331823,-1,14.04654,"IRQ_N2006X",0.03946,0.05324,0.06278,0.07121,0.08033,0.09049,0.1026,0.1187,0.1449,0.2363
0,1,"IRL","Ireland","OHI","N","1981","2003","Y",0.9517142,5.5,641.1331,0.02202899,0.006071371,0.002984632,0.009433059,0.3288572,533.9039,0.1858747,-1,3.453,"IRL_N2003Y",0.03068,0.04624,0.0578,0.06744,0.07757,0.08908,0.1024,0.121,0.149,0.2588
1,1,"ISR","Israel","OHI","N","1981","","Y",4.270233,5.5,592.2111,0.05486835,0.01114116,0.003727338,0.0140243,-1,-1,-1,-1,3.956,"ISR_N1979Y",-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
0,1,"ITA","Italy","OHI","N","1981","2003","Y",0.8253945,5.5,847.3724,0.03246177,0.01547961,0.01064147,0.02542051,0.3492936,710.7817,0.2400935,-1,56.501675,"ITA_N2003Y",0.0232,0.04356,0.05535,0.0661,0.07757,0.09005,0.1039,0.1225,0.1512,0.2666
0,0,"JAM","Jamaica","LAC","N","1981","1988","X",63.35445,5.5,238.4864,0.4848088,0.1900802,0.09923409,0.2849944,0.4315502,171.9533,0.321432,0.3684725,2.197583,"JAM_N1988X",0.02142,0.03269,0.04346,0.05433,0.0659,0.07898,0.09499,0.117,0.1546,0.3366
0,1,"JPN","Japan","OHI","N","1981","2008","Y",116.1032,5.5,726.0759,0.02955163,0.01080908,0.006172779,0.01877089,0.3210734,628.4854,0.1882502,-1,117.648,"JPN_N2008Y",0.0269,0.04684,0.05909,0.06971,0.0808,0.09238,0.1053,0.122,0.1496,0.2474
0,0,"JOR","Jordan","MNA","N","1981","1986.5","X",0.446,5.5,324.4281,0.2543665,0.06178162,0.02007869,0.0787555,0.3606143,253.0064,0.2128817,0.3205263,2.461193,"JOR_N1986X",0.03137,0.04135,0.05115,0.06123,0.07211,0.08455,0.09985,0.1209,0.1564,0.2811
0,0,"KAZ","Kazakhstan","ECA","N","1981","1993","Y",83.61162,5.5,224.4574,0.4159945,0.1344428,0.0592959,0.1879009,0.3266573,189.2426,0.1787839,0.2854004,14.683789,"KAZ_N1993Y",0.03066,0.0442,0.05603,0.06718,0.07845,0.09065,0.105,0.1239,0.1545,0.2494
0,0,"KEN","Kenya","SSA","N","1981","1992","X",35.42959,5.5,170.4476,0.7527475,0.4147891,0.2727565,0.735031,0.5746096,90.64921,0.5970212,-1.140835,16.901677,"KEN_N1992X",0.01243,0.02147,0.02934,0.03785,0.04766,0.0596,0.07521,0.09802,0.1397,0.4787
0,1,"KIR","Kiribati","EAP","N","1981","2006","X",1.065704,5.5,194.0496,0.5538225,0.2057849,0.1034891,0.300746,0.36973,155.4687,0.2336895,-1,0.060133,"KIR_N2006X",0.02552,0.04041,0.05254,0.06312,0.07391,0.08606,0.1002,0.1188,0.147,0.2925
0,1,"KOR","Korea, Republic of","OHI","N","1981","2006","Y",912.0214,5.5,279.5649,0.257421,0.08110002,0.03887573,0.1205795,0.3170298,243.2029,0.1827651,-1,38.723248,"KOR_N2006Y",0.0268,0.04628,0.05902,0.07042,0.08142,0.09308,0.107,0.1243,0.1516,0.24
0,1,"KGZ","Kyrgyz Republic","ECA","N","1981","1998","X",17.53792,5.5,209.3043,0.5585344,0.2592619,0.1542068,0.4304425,0.4640201,147.3289,0.3961845,-1,3.6858,"KGZ_N1998X",0.01469,0.02858,0.03911,0.0498,0.06298,0.07859,0.09524,0.1199,0.1582,0.3529
0,1,"LAO","Lao People's Democratic Republic","EAP","N","1981","1992.2","X",3325.204,5.5,74.07149,0.9423368,0.5871454,0.3979271,1.02599,0.3430986,57.3336,0.1911967,-1,3.323377,"LAO_N1992X",0.0348,0.04754,0.05554,0.0629,0.07223,0.08338,0.09655,0.1169,0.1493,0.2808
0,0,"LVA","Latvia","ECA","N","1981","1993","Y",0.4031804,5.5,395.5824,0.04661226,0.004445673,0.0006943757,0.00484577,0.2699313,344.9207,0.1173548,0.2335857,2.519421,"LVA_N1993Y",0.04247,0.05349,0.06329,0.07266,0.08221,0.0926,0.1048,0.121,0.1468,0.2207
0,1,"LBN","Lebanon","MNA","N","1981","2011.77","X",892.382,5.5,387.6111,0.1155061,0.02869646,0.01061595,0.03659581,0.3183245,328.8212,0.1697937,-1,2.615747,"LBN_N2011X",0.03091,0.04765,0.05858,0.06829,0.07858,0.09121,0.1036,0.1215,0.1517,0.2479
0,0,"LSO","Lesotho","SSA","N","1981","1986.54","X",3.864347,5.5,98.01359,0.8622949,0.5733222,0.4305733,1.219529,0.5601606,54.54333,0.5836077,0.562795,1.34369,"LSO_N1986X",0.0104,0.01827,0.02702,0.03704,0.04889,0.06359,0.08307,0.1118,0.1642,0.4357
0,1,"LBR","Liberia","SSA","N","1981","2007","X",0.5677298,5.5,244.2193,0.3897493,0.1334821,0.06592082,0.199175,0.3647774,197.7226,0.2365822,-1,1.957456,"LBR_N2007X",0.02372,0.04126,0.05369,0.06395,0.07521,0.08665,0.1001,0.1205,0.152,0.2829
0,0,"LTU","Lithuania","ECA","N","1981","1993","Y",1.785857,5.5,238.3401,0.3894672,0.1090486,0.04215075,0.1452553,0.3364114,192.9058,0.1945027,0.2546083,3.432947,"LTU_N1993Y",0.03431,0.04657,0.05692,0.06648,0.076,0.08625,0.0983,0.1143,0.141,0.2799
0,1,"LUX","Luxembourg","OHI","N","1981","2003","Y",0.9893056,5.5,1253.822,0.006523094,0.00280905,0.001590133,0.004283613,0.3018678,1074.119,0.1560473,-1,0.365225,"LUX_N2003Y",0.03302,0.04965,0.06083,0.07055,0.08028,0.09162,0.105,0.123,0.1496,0.2365
